"ACL00","STARTIME","UNIT","SEX","GEO","TIME","Value"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","United Kingdom","2000","9.85"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","United Kingdom","2010","9.4"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Turkey","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Turkey","2010","16.9"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Slovenia","2000","12.82"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Slovenia","2010","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Serbia","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Serbia","2010","13.5"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Romania","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Total","Romania","2010","10.1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","United Kingdom","2000","13.50"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","United Kingdom","2010","10.9"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Turkey","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Turkey","2010","24.3"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Slovenia","2000","14.78"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Slovenia","2010","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Serbia","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Serbia","2010","16.9"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Romania","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Males","Romania","2010","11.7"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","United Kingdom","2000","6.36"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","United Kingdom","2010","7.8"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Turkey","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Turkey","2010","9.7"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Slovenia","2000","10.96"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Slovenia","2010","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Serbia","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Serbia","2010","10.6"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Romania","2000","-1"
"Work and study","From 18:00 to 18:09","Participation rate (%)","Females","Romania","2010","8.5"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","United Kingdom","2000","9.12"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","United Kingdom","2010","8.9"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Turkey","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Turkey","2010","16.6"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Slovenia","2000","12.78"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Slovenia","2010","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Serbia","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Serbia","2010","13.2"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Romania","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Total","Romania","2010","9.8"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","United Kingdom","2000","12.66"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","United Kingdom","2010","10.4"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Turkey","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Turkey","2010","23.7"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Slovenia","2000","14.88"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Slovenia","2010","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Serbia","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Serbia","2010","16.1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Romania","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Males","Romania","2010","11.3"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","United Kingdom","2000","5.75"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","United Kingdom","2010","7.4"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Turkey","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Turkey","2010","9.6"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Slovenia","2000","10.77"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Slovenia","2010","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Serbia","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Serbia","2010","10.6"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Romania","2000","-1"
"Work and study","From 18:10 to 18:19","Participation rate (%)","Females","Romania","2010","8.4"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","United Kingdom","2000","8.83"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","United Kingdom","2010","8.6"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Turkey","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Turkey","2010","16.2"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Slovenia","2000","12.66"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Slovenia","2010","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Serbia","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Serbia","2010","12.9"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Romania","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Total","Romania","2010","9.7"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","United Kingdom","2000","12.26"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","United Kingdom","2010","10.1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Turkey","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Turkey","2010","23.3"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Slovenia","2000","14.74"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Slovenia","2010","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Serbia","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Serbia","2010","15.6"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Romania","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Males","Romania","2010","11.2"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","United Kingdom","2000","5.55"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","United Kingdom","2010","7.1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Turkey","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Turkey","2010","9.3"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Slovenia","2000","10.67"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Slovenia","2010","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Serbia","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Serbia","2010","10.5"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Romania","2000","-1"
"Work and study","From 18:20 to 18:29","Participation rate (%)","Females","Romania","2010","8.3"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","United Kingdom","2000","7.93"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","United Kingdom","2010","8.0"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Turkey","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Turkey","2010","15.1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Slovenia","2000","12.44"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Slovenia","2010","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Serbia","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Serbia","2010","12.7"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Romania","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Total","Romania","2010","9.0"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","United Kingdom","2000","10.92"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","United Kingdom","2010","9.3"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Turkey","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Turkey","2010","21.9"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Slovenia","2000","14.67"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Slovenia","2010","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Serbia","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Serbia","2010","15.1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Romania","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Males","Romania","2010","10.5"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","United Kingdom","2000","5.07"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","United Kingdom","2010","6.7"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Turkey","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Turkey","2010","8.6"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Slovenia","2000","10.31"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Slovenia","2010","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Serbia","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Serbia","2010","10.5"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Romania","2000","-1"
"Work and study","From 18:30 to 18:39","Participation rate (%)","Females","Romania","2010","7.6"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","United Kingdom","2000","7.63"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","United Kingdom","2010","7.6"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Turkey","2000","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Turkey","2010","14.8"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Slovenia","2000","12.29"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Slovenia","2010","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Serbia","2000","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Serbia","2010","12.6"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Romania","2000","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Total","Romania","2010","8.8"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","United Kingdom","2000","10.36"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","United Kingdom","2010","8.7"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Turkey","2000","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Turkey","2010","21.4"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Slovenia","2000","14.41"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Slovenia","2010","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Serbia","2000","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Serbia","2010","14.9"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Romania","2000","-1"
"Work and study","From 18:40 to 18:49","Participation rate (%)","Males","Romania","2010","10.2"
